source	gene ID	gene name	orthologs
OrthoMCL	DDB_G0271078	orcC	M.musculus:ENSMUSP00000048319 | H.sapiens:ENSP00000257789 | A.thaliana:NP_197171 | D.melanogaster:FBpp0086881
InParanoid	DDB_G0271078	orcC	D.melanogaster:FBpp0086881 | H.sapiens:ENSP00000257789 | M.musculus:ENSMUSP00000048319
JGI/Baylor Sequencing Project	DDB_G0271078	orcC	D.purpureum:DPU_G0060850
OrthoMCL	DDB_G0271100	DDB_G0271100	M.musculus:ENSMUSP00000029316 | M.musculus:ENSMUSP00000029269 | C.elegans:WBGene00018154 | H.sapiens:ENSP00000374354 | H.sapiens:ENSP00000368984 | A.thaliana:NP_176216 | A.thaliana:NP_001030684 | A.thaliana:NP_191609 | A.thaliana:NP_566441 | A.thaliana:NP_974466 | D.melanogaster:FBpp0074129 | S.cerevisiae S288c:YDR280W
InParanoid	DDB_G0271100	DDB_G0271100	A.thaliana:At3g60500 | C.elegans:CE26424 | D.melanogaster:FBpp0074129 | H.sapiens:ENSP00000368984 | M.musculus:ENSMUSP00000029269 | S.cerevisiae S288c:YDR280W
JGI/Baylor Sequencing Project	DDB_G0271100	DDB_G0271100	D.purpureum:DPU_G0058390
OrthoMCL	DDB_G0270416	DDB_G0270416	M.musculus:ENSMUSP00000110519
InParanoid	DDB_G0270416	DDB_G0270416	M.musculus:ENSMUSP00000035445
JGI/Baylor Sequencing Project	DDB_G0270416	DDB_G0270416	D.purpureum:DPU_G0070900
OrthoMCL	DDB_G0270424	rpl35a	M.musculus:ENSMUSP00000083355 | M.musculus:ENSMUSP00000085198 | M.musculus:ENSMUSP00000085251 | M.musculus:ENSMUSP00000110731 | M.musculus:ENSMUSP00000087876 | M.musculus:ENSMUSP00000087063 | M.musculus:ENSMUSP00000077500 | C.elegans:WBGene00004447 | H.sapiens:ENSP00000419117 | A.thaliana:NP_172188 | A.thaliana:NP_174951 | A.thaliana:NP_177567 | A.thaliana:NP_191134 | S.cerevisiae S288c:YOR234C | S.cerevisiae S288c:YPL143W | D.melanogaster:FBpp0078416
InParanoid	DDB_G0270424	rpl35a	A.thaliana:At3g55750 | A.thaliana:At1g41880 | C.elegans:CE04362 | D.melanogaster:FBpp0078416 | H.sapiens:ENSP00000330165 | M.musculus:ENSMUSP00000110731 | M.musculus:ENSMUSP00000083355 | M.musculus:ENSMUSP00000085198 | M.musculus:ENSMUSP00000087876 | M.musculus:ENSMUSP00000085251 | S.cerevisiae S288c:YPL143W
JGI/Baylor Sequencing Project	DDB_G0270424	rpl35a	D.purpureum:DPU_G0066058
OrthoMCL	DDB_G0276633	DDB_G0276633	M.musculus:ENSMUSP00000071788 | M.musculus:ENSMUSP00000041793 | C.elegans:WBGene00001983 | H.sapiens:ENSP00000337445 | H.sapiens:ENSP00000269466 | S.cerevisiae S288c:YKR079C | E.coli K-12:AP_002866 | A.thaliana:NP_175628 | A.thaliana:NP_188247 | D.melanogaster:FBpp0087449
InParanoid	DDB_G0276633	DDB_G0276633	A.thaliana:At3g16260 | A.thaliana:At1g52160 | C.elegans:CE29748
JGI/Baylor Sequencing Project	DDB_G0276633	DDB_G0276633	D.purpureum:DPU_G0070622
OrthoMCL	DDB_G0271370	DDB_G0271370	E.coli K-12:AP_004141 | A.thaliana:NP_197043 | H.sapiens:ENSP00000040877 | S.cerevisiae S288c:YDL112W | D.melanogaster:FBpp0083613
InParanoid	DDB_G0271370	DDB_G0271370	E.coli K-12:NP_418108
JGI/Baylor Sequencing Project	DDB_G0271370	DDB_G0271370	D.purpureum:DPU_G0063668
JGI/Baylor Sequencing Project	DDB_G0272572	DDB_G0272572	D.purpureum:DPU_G0074470
OrthoMCL	DDB_G0274303	DDB_G0274303	M.musculus:ENSMUSP00000103209 | C.elegans:WBGene00010909 | C.elegans:WBGene00022053 | H.sapiens:ENSP00000391402 | D.melanogaster:FBpp0085468
JGI/Baylor Sequencing Project	DDB_G0274303	DDB_G0274303	D.purpureum:DPU_G0061488
OrthoMCL	DDB_G0274421	DDB_G0274421	M.musculus:ENSMUSP00000026227 | M.musculus:ENSMUSP00000036110 | C.elegans:WBGene00018514 | E.coli K-12:AP_003944 | H.sapiens:ENSP00000309595 | H.sapiens:ENSP00000372316 | D.melanogaster:FBpp0079501
JGI/Baylor Sequencing Project	DDB_G0274425	DDB_G0274425	D.purpureum:DPU_G0073118
OrthoMCL	DDB_G0274447	psmG2	M.musculus:ENSMUSP00000025418 | H.sapiens:ENSP00000325919 | A.thaliana:NP_566621 | S.cerevisiae S288c:YKL206C | D.melanogaster:FBpp0083036
InParanoid	DDB_G0274447	psmG2	A.thaliana:At3g18940 | D.melanogaster:FBpp0083036 | H.sapiens:ENSP00000325919 | M.musculus:ENSMUSP00000025418
JGI/Baylor Sequencing Project	DDB_G0274447	psmG2	D.purpureum:DPU_G0063046
JGI/Baylor Sequencing Project	DDB_G0271114	DDB_G0271114	D.purpureum:DPU_G0068650
OrthoMCL	DDB_G0272456	DDB_G0272456	M.musculus:ENSMUSP00000001002 | H.sapiens:ENSP00000184956 | A.thaliana:NP_195525 | A.thaliana:NP_001119137 | D.melanogaster:FBpp0070135
InParanoid	DDB_G0272456	DDB_G0272456	D.melanogaster:FBpp0070135 | H.sapiens:ENSP00000184956 | M.musculus:ENSMUSP00000001002
JGI/Baylor Sequencing Project	DDB_G0272456	DDB_G0272456	D.purpureum:DPU_G0068758
OrthoMCL	DDB_G0272498	osbD	M.musculus:ENSMUSP00000020411 | M.musculus:ENSMUSP00000100911 | C.elegans:WBGene00014215 | H.sapiens:ENSP00000261183 | H.sapiens:ENSP00000263650 | A.thaliana:NP_001032088 | A.thaliana:NP_194316 | A.thaliana:NP_200534 | A.thaliana:NP_567732 | S.cerevisiae S288c:YHR001W | S.cerevisiae S288c:YKR003W | D.melanogaster:FBpp0288541
InParanoid	DDB_G0272498	osbD	C.elegans:CE31673 | H.sapiens:ENSP00000263650 | M.musculus:ENSMUSP00000039632 | S.cerevisiae S288c:YKR003W
JGI/Baylor Sequencing Project	DDB_G0272498	osbD	D.purpureum:DPU_G0069116
OrthoMCL	DDB_G0272616	rnrB-1	M.musculus:ENSMUSP00000020980 | M.musculus:ENSMUSP00000022901 | C.elegans:WBGene00004392 | C.elegans:WBGene00019055 | H.sapiens:ENSP00000353770 | H.sapiens:ENSP00000251810 | S.cerevisiae S288c:YJL026W | E.coli K-12:AP_002832 | A.thaliana:NP_189342 | A.thaliana:NP_189000 | D.melanogaster:FBpp0087152
InParanoid	DDB_G0272616	rnrB-1	A.thaliana:At3g27060 | C.elegans:CE00874 | D.melanogaster:FBpp0087152 | E.coli K-12:NP_416738 | H.sapiens:ENSP00000353770 | M.musculus:ENSMUSP00000020980 | S.cerevisiae S288c:YJL026W
JGI/Baylor Sequencing Project	DDB_G0272616	rnrB-1	D.purpureum:DPU_G0058582
OrthoMCL	DDB_G0272813	cdk1	M.musculus:ENSMUSP00000020099 | M.musculus:ENSMUSP00000030814 | M.musculus:ENSMUSP00000026416 | M.musculus:ENSMUSP00000065737 | C.elegans:WBGene00000405 | C.elegans:WBGene00000407 | H.sapiens:ENSP00000362917 | H.sapiens:ENSP00000419782 | H.sapiens:ENSP00000266970 | H.sapiens:ENSP00000293215 | A.thaliana:NP_566911 | S.cerevisiae S288c:YBR160W | S.cerevisiae S288c:YPL031C | D.melanogaster:FBpp0079641 | D.melanogaster:FBpp0086483 | D.melanogaster:FBpp0289675
InParanoid	DDB_G0272813	cdk1	C.elegans:CE00315 | S.cerevisiae S288c:YBR160W
JGI/Baylor Sequencing Project	DDB_G0272813	cdk1	D.purpureum:DPU_G0067110
OrthoMCL	DDB_G0273061	cinD-1	M.musculus:ENSMUSP00000015236 | C.elegans:WBGene00003148 | H.sapiens:ENSP00000224073 | A.thaliana:NP_191427 | A.thaliana:NP_565981 | A.thaliana:NP_189093 | S.cerevisiae S288c:YOR298C-A | D.melanogaster:FBpp0075151
InParanoid	DDB_G0273061	cinD-1	A.thaliana:At3g58680 | C.elegans:CE18819 | D.melanogaster:FBpp0075151 | H.sapiens:ENSP00000224073 | M.musculus:ENSMUSP00000015236 | S.cerevisiae S288c:YOR298C-A
JGI/Baylor Sequencing Project	DDB_G0273061	cinD-1	D.purpureum:DPU_G0058376
OrthoMCL	DDB_G0272350	sgkC	E.coli K-12:AP_002684 | A.thaliana:NP_566064
InParanoid	DDB_G0272350	sgkC	M.musculus:ENSMUSP00000031977
JGI/Baylor Sequencing Project	DDB_G0272350	sgkC	D.purpureum:DPU_G0072076
OrthoMCL	DDB_G0274279	tssc1	M.musculus:ENSMUSP00000038845 | C.elegans:WBGene00013599 | H.sapiens:ENSP00000381652 | A.thaliana:NP_173478 | A.thaliana:NP_177753 | D.melanogaster:FBpp0075704
InParanoid	DDB_G0274279	tssc1	A.thaliana:At1g20540 | C.elegans:CE24682 | D.melanogaster:FBpp0075704 | H.sapiens:ENSP00000381652 | M.musculus:ENSMUSP00000038845
JGI/Baylor Sequencing Project	DDB_G0274279	tssc1	D.purpureum:DPU_G0055494
OrthoMCL	DDB_G0271812	DDB_G0271812	M.musculus:ENSMUSP00000076509 | M.musculus:ENSMUSP00000096236 | M.musculus:ENSMUSP00000109183 | C.elegans:WBGene00017298 | H.sapiens:ENSP00000320117 | H.sapiens:ENSP00000361493 | H.sapiens:ENSP00000271234 | D.melanogaster:FBpp0112051
InParanoid	DDB_G0271812	DDB_G0271812	C.elegans:CE37124 | H.sapiens:ENSP00000334261
JGI/Baylor Sequencing Project	DDB_G0271812	DDB_G0271812	D.purpureum:DPU_G0053940
OrthoMCL	DDB_G0271814	DDB_G0271814	M.musculus:ENSMUSP00000008284 | C.elegans:WBGene00012829 | H.sapiens:ENSP00000366119 | A.thaliana:NP_564847 | A.thaliana:NP_849845 | A.thaliana:NP_974093 | D.melanogaster:FBpp0289334
JGI/Baylor Sequencing Project	DDB_G0271814	DDB_G0271814	D.purpureum:DPU_G0062206
OrthoMCL	DDB_G0273645	hbx5-2	C.elegans:WBGene00004118
JGI/Baylor Sequencing Project	DDB_G0273645	hbx5-2	D.purpureum:DPU_G0068748
OrthoMCL	DDB_G0272917	DDB_G0272917	M.musculus:ENSMUSP00000066860 | M.musculus:ENSMUSP00000096950 | H.sapiens:ENSP00000358211 | H.sapiens:ENSP00000382613
OrthoMCL	DDB_G0272951	DDB_G0272951	M.musculus:ENSMUSP00000028225 | H.sapiens:ENSP00000210313 | D.melanogaster:FBpp0073558
JGI/Baylor Sequencing Project	DDB_G0272951	DDB_G0272951	D.purpureum:DPU_G0069112
OrthoMCL	DDB_G0272704	cyp515A1	M.musculus:ENSMUSP00000015368 | M.musculus:ENSMUSP00000030299 | M.musculus:ENSMUSP00000030303 | M.musculus:ENSMUSP00000030305 | M.musculus:ENSMUSP00000050464 | M.musculus:ENSMUSP00000006094 | M.musculus:ENSMUSP00000014525 | M.musculus:ENSMUSP00000023083 | M.musculus:ENSMUSP00000071064 | M.musculus:ENSMUSP00000072555 | M.musculus:ENSMUSP00000086528 | M.musculus:ENSMUSP00000086530 | M.musculus:ENSMUSP00000105141 | M.musculus:ENSMUSP00000034860 | M.musculus:ENSMUSP00000034865 | M.musculus:ENSMUSP00000005477 | M.musculus:ENSMUSP00000005669 | M.musculus:ENSMUSP00000076578 | M.musculus:ENSMUSP00000077021 | M.musculus:ENSMUSP00000080846 | M.musculus:ENSMUSP00000024894 | M.musculus:ENSMUSP00000003137 | M.musculus:ENSMUSP00000025966 | M.musculus:ENSMUSP00000025968 | M.musculus:ENSMUSP00000025969 | M.musculus:ENSMUSP00000044722 | M.musculus:ENSMUSP00000045362 | M.musculus:ENSMUSP00000048284 | M.musculus:ENSMUSP00000065796 | M.musculus:ENSMUSP00000079065 | M.musculus:ENSMUSP00000084487 | M.musculus:ENSMUSP00000084489 | M.musculus:ENSMUSP00000097071 | M.musculus:ENSMUSP00000026211 | M.musculus:ENSMUSP00000060584 | M.musculus:ENSMUSP00000101944 | C.elegans:WBGene00016768 | C.elegans:WBGene00018334 | C.elegans:WBGene00018260 | C.elegans:WBGene00018261 | C.elegans:WBGene00018262 | C.elegans:WBGene00018264 | C.elegans:WBGene00018413 | C.elegans:WBGene00019967 | C.elegans:WBGene00021710 | C.elegans:WBGene00015709 | C.elegans:WBGene00016686 | C.elegans:WBGene00016697 | C.elegans:WBGene00010589 | C.elegans:WBGene00012448 | C.elegans:WBGene00015135 | C.elegans:WBGene00021168 | C.elegans:WBGene00007913 | H.sapiens:ENSP00000333212 | H.sapiens:ENSP00000260630 | H.sapiens:ENSP00000342007 | H.sapiens:ENSP00000378488 | H.sapiens:ENSP00000360247 | H.sapiens:ENSP00000353820 | H.sapiens:ENSP00000405829 | H.sapiens:ENSP00000260682 | H.sapiens:ENSP00000285979 | H.sapiens:ENSP00000360317 | H.sapiens:ENSP00000360372 | H.sapiens:ENSP00000324648 | A.thaliana:NP_174633 | A.thaliana:NP_174634 | A.thaliana:NP_182079 | A.thaliana:NP_182081 | A.thaliana:NP_182082 | A.thaliana:NP_191663 | A.thaliana:NP_850439 | A.thaliana:NP_196416 | A.thaliana:NP_197894 | A.thaliana:NP_197895 | A.thaliana:NP_197896 | A.thaliana:NP_197900 | A.thaliana:NP_180607 | A.thaliana:NP_192968 | A.thaliana:NP_192969 | A.thaliana:NP_195457 | A.thaliana:NP_195459 | A.thaliana:NP_200532 | A.thaliana:NP_568025 | A.thaliana:NP_172767 | A.thaliana:NP_172768 | A.thaliana:NP_172769 | A.thaliana:NP_172770 | A.thaliana:NP_189246 | A.thaliana:NP_189247 | A.thaliana:NP_189248 | A.thaliana:NP_189249 | A.thaliana:NP_189250 | A.thaliana:NP_189251 | A.thaliana:NP_189252 | A.thaliana:NP_189253 | A.thaliana:NP_189254 | A.thaliana:NP_189258 | A.thaliana:NP_189259 | A.thaliana:NP_189318 | A.thaliana:NP_190011 | A.thaliana:NP_190896 | A.thaliana:NP_190898 | A.thaliana:NP_680342 | A.thaliana:NP_177594 | A.thaliana:NP_177595 | A.thaliana:NP_850337 | A.thaliana:NP_171635 | A.thaliana:NP_179995 | A.thaliana:NP_190897 | A.thaliana:NP_850731 | A.thaliana:NP_193113 | A.thaliana:NP_194878 | A.thaliana:NP_680144 | A.thaliana:NP_850440 | D.melanogaster:FBpp0074694 | D.melanogaster:FBpp0074381 | D.melanogaster:FBpp0080386
JGI/Baylor Sequencing Project	DDB_G0272704	cyp515A1	D.purpureum:DPU_G0067518
JGI/Baylor Sequencing Project	DDB_G0270632	DDB_G0270632	D.purpureum:DPU_G0060018
OrthoMCL	DDB_G0273497	DDB_G0273497	D.melanogaster:FBpp0072576 | D.melanogaster:FBpp0079358 | D.melanogaster:FBpp0079359 | D.melanogaster:FBpp0079360 | D.melanogaster:FBpp0080878 | D.melanogaster:FBpp0084674
InParanoid	DDB_G0273497	DDB_G0273497	C.elegans:CE05644 | C.elegans:CE32966 | D.melanogaster:FBpp0080878
OrthoMCL	DDB_G0271640	DDB_G0271640	A.thaliana:NP_178076 | A.thaliana:NP_974178 | A.thaliana:NP_974179
InParanoid	DDB_G0271928	DDB_G0271928	D.melanogaster:FBpp0074619
JGI/Baylor Sequencing Project	DDB_G0271928	DDB_G0271928	D.purpureum:DPU_G0052558
OrthoMCL	DDB_G0270186	DDB_G0270186	C.elegans:WBGene00044107
InParanoid	DDB_G0270186	DDB_G0270186	C.elegans:CE38080
JGI/Baylor Sequencing Project	DDB_G0270186	DDB_G0270186	D.purpureum:DPU_G0060788
OrthoMCL	DDB_G0273837	DDB_G0273837	M.musculus:ENSMUSP00000026220 | M.musculus:ENSMUSP00000026221 | M.musculus:ENSMUSP00000036936 | M.musculus:ENSMUSP00000059860 | C.elegans:WBGene00001398 | C.elegans:WBGene00001399 | C.elegans:WBGene00001397 | H.sapiens:ENSP00000359380 | H.sapiens:ENSP00000316329 | A.thaliana:NP_566529 | A.thaliana:NP_172098 | A.thaliana:NP_172099 | A.thaliana:NP_172100 | A.thaliana:NP_172102 | A.thaliana:NP_172124 | A.thaliana:NP_172125 | A.thaliana:NP_565721 | A.thaliana:NP_188208 | S.cerevisiae S288c:YGL055W | D.melanogaster:FBpp0082095 | D.melanogaster:FBpp0075926 | D.melanogaster:FBpp0082064 | D.melanogaster:FBpp0082205
InParanoid	DDB_G0273837	DDB_G0273837	S.cerevisiae S288c:YGL055W
OrthoMCL	DDB_G0272632	DDB_G0272632	M.musculus:ENSMUSP00000031982 | C.elegans:WBGene00001759 | C.elegans:WBGene00001776 | C.elegans:WBGene00001752 | C.elegans:WBGene00001753 | C.elegans:WBGene00001787 | C.elegans:WBGene00001756 | C.elegans:WBGene00001786 | H.sapiens:ENSP00000295256 | D.melanogaster:FBpp0086156
InParanoid	DDB_G0272632	DDB_G0272632	C.elegans:CE09990 | D.melanogaster:FBpp0086157 | H.sapiens:ENSP00000295256 | M.musculus:ENSMUSP00000031982
OrthoMCL	DDB_G0274503	plk	M.musculus:ENSMUSP00000033154 | M.musculus:ENSMUSP00000022212 | M.musculus:ENSMUSP00000076130 | C.elegans:WBGene00004042 | C.elegans:WBGene00004043 | C.elegans:WBGene00004044 | H.sapiens:ENSP00000300093 | H.sapiens:ENSP00000274289 | H.sapiens:ENSP00000361275 | S.cerevisiae S288c:YMR001C | D.melanogaster:FBpp0099722
InParanoid	DDB_G0274503	plk	C.elegans:CE22877 | D.melanogaster:FBpp0074608 | H.sapiens:ENSP00000300093 | M.musculus:ENSMUSP00000033154 | S.cerevisiae S288c:YMR001C
JGI/Baylor Sequencing Project	DDB_G0274503	plk	D.purpureum:DPU_G0055504
OrthoMCL	DDB_G0270746	DDB_G0270746	M.musculus:ENSMUSP00000005508 | C.elegans:WBGene00009784 | H.sapiens:ENSP00000307260 | A.thaliana:NP_567150
InParanoid	DDB_G0270746	DDB_G0270746	A.thaliana:At4g00090 | C.elegans:CE10584 | H.sapiens:ENSP00000307260
JGI/Baylor Sequencing Project	DDB_G0270746	DDB_G0270746	D.purpureum:DPU_G0070484
JGI/Baylor Sequencing Project	DDB_G0270224	DDB_G0270224	D.purpureum:DPU_G0073892
JGI/Baylor Sequencing Project	DDB_G0273691	aslJ-2	D.purpureum:DPU_G0062806
InParanoid	DDB_G0272666	DDB_G0272666	D.melanogaster:FBpp0071549 | M.musculus:ENSMUSP00000040126
JGI/Baylor Sequencing Project	DDB_G0272666	DDB_G0272666	D.purpureum:DPU_G0067106
InParanoid	DDB_G0274349	DDB_G0274349	A.thaliana:At4g23040 | M.musculus:ENSMUSP00000093974
JGI/Baylor Sequencing Project	DDB_G0274349	DDB_G0274349	D.purpureum:DPU_G0065518
OrthoMCL	DDB_G0274375	fba	M.musculus:ENSMUSP00000077687 | M.musculus:ENSMUSP00000079022 | M.musculus:ENSMUSP00000084846 | M.musculus:ENSMUSP00000017534 | M.musculus:ENSMUSP00000029987 | C.elegans:WBGene00011474 | C.elegans:WBGene00017166 | H.sapiens:ENSP00000378669 | H.sapiens:ENSP00000378731 | H.sapiens:ENSP00000363988 | A.thaliana:NP_001031721 | A.thaliana:NP_194382 | A.thaliana:NP_194383 | A.thaliana:NP_001031387 | A.thaliana:NP_565508 | A.thaliana:NP_568049 | A.thaliana:NP_178224 | A.thaliana:NP_181187 | A.thaliana:NP_190861 | A.thaliana:NP_568127 | A.thaliana:NP_850759 | D.melanogaster:FBpp0113036
InParanoid	DDB_G0274375	fba	A.thaliana:At3g52930 | C.elegans:CE01225 | D.melanogaster:FBpp0084373 | H.sapiens:ENSP00000378669 | M.musculus:ENSMUSP00000084846
JGI/Baylor Sequencing Project	DDB_G0274375	fba	D.purpureum:DPU_G0060006
JGI/Baylor Sequencing Project	DDB_G0274383	pdeD	D.purpureum:DPU_G0059600
OrthoMCL	DDB_G0270008	DDB_G0270008	A.thaliana:NP_567956
OrthoMCL	DDB_G0272398	DDB_G0272398	A.thaliana:NP_566572
InParanoid	DDB_G0272398	DDB_G0272398	A.thaliana:At3g17300
JGI/Baylor Sequencing Project	DDB_G0272398	DDB_G0272398	D.purpureum:DPU_G0074840
OrthoMCL	DDB_G0272418	DDB_G0272418	M.musculus:ENSMUSP00000021158 | C.elegans:WBGene00022188 | H.sapiens:ENSP00000250101 | A.thaliana:NP_568614 | A.thaliana:NP_974872 | D.melanogaster:FBpp0078728 | D.melanogaster:FBpp0070484
InParanoid	DDB_G0272418	DDB_G0272418	A.thaliana:At5g42850 | C.elegans:CE27323 | D.melanogaster:FBpp0078728 | H.sapiens:ENSP00000250101 | M.musculus:ENSMUSP00000021158
JGI/Baylor Sequencing Project	DDB_G0272418	DDB_G0272418	D.purpureum:DPU_G0071962
OrthoMCL	DDB_G0272534	DDB_G0272534	M.musculus:ENSMUSP00000063883 | D.melanogaster:FBpp0073442
JGI/Baylor Sequencing Project	DDB_G0271816	DDB_G0271816	D.purpureum:DPU_G0067834
OrthoMCL	DDB_G0274389	pARTf	M.musculus:ENSMUSP00000025729 | M.musculus:ENSMUSP00000033929 | H.sapiens:ENSP00000311579 | H.sapiens:ENSP00000360689 | D.melanogaster:FBpp0084264
InParanoid	DDB_G0274389	pARTf	H.sapiens:ENSP00000228820
JGI/Baylor Sequencing Project	DDB_G0274389	pARTf	D.purpureum:DPU_G0068286
OrthoMCL	DDB_G0275775	psmD4	M.musculus:ENSMUSP00000071589 | C.elegans:WBGene00004466 | H.sapiens:ENSP00000357876 | A.thaliana:NP_195575 | S.cerevisiae S288c:YHR200W | D.melanogaster:FBpp0078024
InParanoid	DDB_G0275775	psmD4	A.thaliana:At4g38630 | C.elegans:CE26355 | D.melanogaster:FBpp0078024 | H.sapiens:ENSP00000357876 | M.musculus:ENSMUSP00000071589 | S.cerevisiae S288c:YHR200W
JGI/Baylor Sequencing Project	DDB_G0275775	psmD4	D.purpureum:DPU_G0051280
JGI/Baylor Sequencing Project	DDB_G0276035	DDB_G0276035	D.purpureum:DPU_G0057888
JGI/Baylor Sequencing Project	DDB_G0273273	DDB_G0273273	D.purpureum:DPU_G0072574
JGI/Baylor Sequencing Project	DDB_G0274249	DDB_G0274249	D.purpureum:DPU_G0055488
InParanoid	DDB_G0274251	DDB_G0274251	H.sapiens:ENSP00000362465
JGI/Baylor Sequencing Project	DDB_G0274251	DDB_G0274251	D.purpureum:DPU_G0055490
InParanoid	DDB_G0274257	fhit	A.thaliana:At5g58240 | H.sapiens:ENSP00000342087 | M.musculus:ENSMUSP00000078899 | S.cerevisiae S288c:YDR305C
JGI/Baylor Sequencing Project	DDB_G0274257	fhit	D.purpureum:DPU_G0074080
InParanoid	DDB_G0272424	DDB_G0272424	M.musculus:ENSMUSP00000093430
JGI/Baylor Sequencing Project	DDB_G0272424	DDB_G0272424	D.purpureum:DPU_G0073644
JGI/Baylor Sequencing Project	DDB_G0274393	DDB_G0274393	D.purpureum:DPU_G0051184
OrthoMCL	DDB_G0273017	DDB_G0273017	E.coli K-12:AP_004516 | A.thaliana:NP_188809 | S.cerevisiae S288c:YPR006C | S.cerevisiae S288c:YER065C
InParanoid	DDB_G0273017	DDB_G0273017	A.thaliana:At3g21720 | E.coli K-12:NP_418439 | S.cerevisiae S288c:YER065C
JGI/Baylor Sequencing Project	DDB_G0273017	DDB_G0273017	D.purpureum:DPU_G0059872
InParanoid	DDB_G0270102	mkcF	M.musculus:ENSMUSP00000038838
JGI/Baylor Sequencing Project	DDB_G0270102	mkcF	D.purpureum:DPU_G0057256
InParanoid	DDB_G0270672	fslN	H.sapiens:ENSP00000311581 | H.sapiens:ENSP00000354607 | H.sapiens:ENSP00000240093
JGI/Baylor Sequencing Project	DDB_G0270672	fslN	D.purpureum:DPU_G0059206
JGI/Baylor Sequencing Project	DDB_G0274149	DDB_G0274149	D.purpureum:DPU_G0057660
JGI/Baylor Sequencing Project	DDB_G0273285	DDB_G0273285	D.purpureum:DPU_G0068806
OrthoMCL	DDB_G0274263	DDB_G0274263	M.musculus:ENSMUSP00000034902 | M.musculus:ENSMUSP00000096135 | M.musculus:ENSMUSP00000096139 | M.musculus:ENSMUSP00000113211 | M.musculus:ENSMUSP00000034903 | M.musculus:ENSMUSP00000113262 | C.elegans:WBGene00001780 | H.sapiens:ENSP00000335620 | H.sapiens:ENSP00000211122 | H.sapiens:ENSP00000360002 | H.sapiens:ENSP00000420168
JGI/Baylor Sequencing Project	DDB_G0274265	DDB_G0274265	D.purpureum:DPU_G0051268
OrthoMCL	DDB_G0274297	fut3	M.musculus:ENSMUSP00000053027 | M.musculus:ENSMUSP00000081826 | C.elegans:WBGene00001505 | C.elegans:WBGene00001507 | C.elegans:WBGene00006402 | C.elegans:WBGene00020222 | C.elegans:WBGene00043986 | A.thaliana:NP_177344 | H.sapiens:ENSP00000252675 | H.sapiens:ENSP00000344210 | H.sapiens:ENSP00000302599 | H.sapiens:ENSP00000351602 | H.sapiens:ENSP00000416443 | D.melanogaster:FBpp0075394 | D.melanogaster:FBpp0289204
JGI/Baylor Sequencing Project	DDB_G0273157	iliE-1	D.purpureum:DPU_G0057938
OrthoMCL	DDB_G0273163	psmB4-1	M.musculus:ENSMUSP00000005923 | C.elegans:WBGene00003953 | H.sapiens:ENSP00000290541 | A.thaliana:NP_176040 | S.cerevisiae S288c:YFR050C | D.melanogaster:FBpp0078448
InParanoid	DDB_G0273163	psmB4-1	A.thaliana:At1g56450 | C.elegans:CE20761 | D.melanogaster:FBpp0078448 | H.sapiens:ENSP00000290541 | M.musculus:ENSMUSP00000005923 | S.cerevisiae S288c:YFR050C
JGI/Baylor Sequencing Project	DDB_G0273163	psmB4-1	D.purpureum:DPU_G0065022
OrthoMCL	DDB_G0275391	tacc	M.musculus:ENSMUSP00000020732 | M.musculus:ENSMUSP00000074340 | M.musculus:ENSMUSP00000097561 | M.musculus:ENSMUSP00000109160 | M.musculus:ENSMUSP00000084361 | M.musculus:ENSMUSP00000109197 | M.musculus:ENSMUSP00000038264 | C.elegans:WBGene00006759 | C.elegans:WBGene00004130 | C.elegans:WBGene00001863 | C.elegans:WBGene00006820 | C.elegans:WBGene00043357 | H.sapiens:ENSP00000271588 | H.sapiens:ENSP00000348444 | H.sapiens:ENSP00000409493 | H.sapiens:ENSP00000277491 | H.sapiens:ENSP00000389272 | H.sapiens:ENSP00000311684 | H.sapiens:ENSP00000385636 | D.melanogaster:FBpp0088735 | D.melanogaster:FBpp0072728 | D.melanogaster:FBpp0289698 | D.melanogaster:FBpp0112375
InParanoid	DDB_G0275391	tacc	M.musculus:ENSMUSP00000081043
JGI/Baylor Sequencing Project	DDB_G0275391	tacc	D.purpureum:DPU_G0075852
OrthoMCL	DDB_G0276283	utp13	M.musculus:ENSMUSP00000046830 | C.elegans:WBGene00013143 | H.sapiens:ENSP00000331815 | A.thaliana:NP_568338 | S.cerevisiae S288c:YLR222C | D.melanogaster:FBpp0087461
InParanoid	DDB_G0276283	utp13	A.thaliana:At5g16750 | C.elegans:CE14894 | D.melanogaster:FBpp0087461 | H.sapiens:ENSP00000331815 | M.musculus:ENSMUSP00000046830 | S.cerevisiae S288c:YLR222C
JGI/Baylor Sequencing Project	DDB_G0276283	utp13	D.purpureum:DPU_G0054498
JGI/Baylor Sequencing Project	DDB_G0276065	DDB_G0276065	D.purpureum:DPU_G0052946
OrthoMCL	DDB_G0276871	rpl10a	M.musculus:ENSMUSP00000048469 | C.elegans:WBGene00004412 | H.sapiens:ENSP00000363018 | A.thaliana:NP_001078612 | A.thaliana:NP_197636 | A.thaliana:NP_563813 | A.thaliana:NP_565654 | A.thaliana:NP_850104 | S.cerevisiae S288c:YGL135W | S.cerevisiae S288c:YPL220W | D.melanogaster:FBpp0075764
