ensp	cond	symbol
H.sapiens:ENSP00000425098	ga.gpp	ACSL1
H.sapiens:ENSP00000281455	ga.gpp	ACSL1
H.sapiens:ENSP00000426244	ga.gpp	ACSL1
H.sapiens:ENSP00000426491	ga.gpp	ACSL1
H.sapiens:ENSP00000425006	ga.gpp	ACSL1
H.sapiens:ENSP00000426150	ga.gpp	ACSL1
H.sapiens:ENSP00000424935	ga.gpp	ACSL1
H.sapiens:ENSP00000425640	ga.gpp	ACSL1
H.sapiens:ENSP00000405687	ga.gpp	ACSL1
H.sapiens:ENSP00000386451	ga.gpp	RAB1A
H.sapiens:ENSP00000387286	ga.gpp	RAB1A
H.sapiens:ENSP00000381540	ga.gpp	RAB1A
H.sapiens:ENSP00000386672	ga.gpp	RAB1A
H.sapiens:ENSP00000348546	ga.gpp	RAB1A
H.sapiens:ENSP00000260638	ga.gpp	RAB1A
H.sapiens:ENSP00000274456	ga.gpp	TNFAIP8
H.sapiens:ENSP00000429432	ga.gpp	TNFAIP8
H.sapiens:ENSP00000427424	ga.gpp	TNFAIP8
H.sapiens:ENSP00000422245	ga.gpp	TNFAIP8
H.sapiens:ENSP00000421848	ga.gpp	TNFAIP8
H.sapiens:ENSP00000427160	ga.gpp	TNFAIP8
H.sapiens:ENSP00000408534	ga.gpp	TNFAIP8
H.sapiens:ENSP00000367872	ga.gpp	GNB1
H.sapiens:ENSP00000399741	ga.gpp	GNB1
H.sapiens:ENSP00000392765	ga.gpp	GNB1
H.sapiens:ENSP00000416651	ga.gpp	GNB1
H.sapiens:ENSP00000371267	ga.gpp	YWHAQ
H.sapiens:ENSP00000238081	ga.gpp	YWHAQ
H.sapiens:ENSP00000398990	ga.gpp	YWHAQ
H.sapiens:ENSP00000379287	ga.gpp	YWHAZ
H.sapiens:ENSP00000379286	ga.gpp	YWHAZ
H.sapiens:ENSP00000309503	ga.gpp	YWHAZ
H.sapiens:ENSP00000428860	ga.gpp	YWHAZ
H.sapiens:ENSP00000430072	ga.gpp	YWHAZ
H.sapiens:ENSP00000429623	ga.gpp	YWHAZ
H.sapiens:ENSP00000428775	ga.gpp	YWHAZ
H.sapiens:ENSP00000379283	ga.gpp	YWHAZ
H.sapiens:ENSP00000379278	ga.gpp	YWHAZ
H.sapiens:ENSP00000379281	ga.gpp	YWHAZ
H.sapiens:ENSP00000395114	ga.gpp	YWHAZ
H.sapiens:ENSP00000430058	ga.gpp	YWHAZ
H.sapiens:ENSP00000429041	ga.gpp	YWHAZ
H.sapiens:ENSP00000416551	ga.gpp	YWHAZ
H.sapiens:ENSP00000394880	ga.gpp	YWHAZ
H.sapiens:ENSP00000428381	ga.gpp	YWHAZ
H.sapiens:ENSP00000430219	ga.gpp	YWHAZ
H.sapiens:ENSP00000398599	ga.gpp	YWHAZ
H.sapiens:ENSP00000379288	ga.gpp	YWHAZ
H.sapiens:ENSP00000335029	ga.gpp	RASA3
H.sapiens:ENSP00000374195	ga.gpp	RASA3
H.sapiens:ENSP00000439008	ga.gpp	RASA3
H.sapiens:ENSP00000310491	ga.gpp	ARHGAP1
H.sapiens:ENSP00000434883	ga.gpp	ARHGAP1
H.sapiens:ENSP00000432794	ga.gpp	ARHGAP1
H.sapiens:ENSP00000419171	ga.gpp	ACSL4
H.sapiens:ENSP00000419171	ga.gpp	ACSL4
H.sapiens:ENSP00000262835	ga.gpp	ACSL4
H.sapiens:ENSP00000262835	ga.gpp	ACSL4
H.sapiens:ENSP00000423539	ga.gpp	ACSL4
H.sapiens:ENSP00000423539	ga.gpp	ACSL4
H.sapiens:ENSP00000424808	ga.gpp	ACSL4
H.sapiens:ENSP00000424808	ga.gpp	ACSL4
H.sapiens:ENSP00000425408	ga.gpp	ACSL4
H.sapiens:ENSP00000425408	ga.gpp	ACSL4
H.sapiens:ENSP00000425378	ga.gpp	ACSL4
H.sapiens:ENSP00000425378	ga.gpp	ACSL4
H.sapiens:ENSP00000421425	ga.gpp	ACSL4
H.sapiens:ENSP00000421425	ga.gpp	ACSL4
H.sapiens:ENSP00000423077	ga.gpp	ACSL4
H.sapiens:ENSP00000423077	ga.gpp	ACSL4
H.sapiens:ENSP00000339787	ga.gpp	ACSL4
H.sapiens:ENSP00000339787	ga.gpp	ACSL4
H.sapiens:ENSP00000432008	ga.gpp	RIC8A
H.sapiens:ENSP00000325941	ga.gpp	RIC8A
H.sapiens:ENSP00000436610	ga.gpp	RIC8A
H.sapiens:ENSP00000435167	ga.gpp	RIC8A
H.sapiens:ENSP00000433968	ga.gpp	RIC8A
H.sapiens:ENSP00000434833	ga.gpp	RIC8A
H.sapiens:ENSP00000433009	ga.gpp	RIC8A
H.sapiens:ENSP00000436192	ga.gpp	RIC8A
H.sapiens:ENSP00000434896	ga.gpp	RIC8A
H.sapiens:ENSP00000431163	ga.gpp	RIC8A
H.sapiens:ENSP00000300935	ga.gpp	RAB8A
H.sapiens:ENSP00000467501	ga.gpp	RAB8A
H.sapiens:ENSP00000345236	ga.gpp	RHOC
H.sapiens:ENSP00000358656	ga.gpp	RHOC
H.sapiens:ENSP00000285735	ga.gpp	RHOC
H.sapiens:ENSP00000431392	ga.gpp	RHOC
H.sapiens:ENSP00000358652	ga.gpp	RHOC
H.sapiens:ENSP00000358651	ga.gpp	RHOC
H.sapiens:ENSP00000358650	ga.gpp	RHOC
H.sapiens:ENSP00000434310	ga.gpp	RHOC
H.sapiens:ENSP00000358646	ga.gpp	RHOC
H.sapiens:ENSP00000390823	ga.gpp	RHOC
H.sapiens:ENSP00000436240	ga.gpp	RHOC
H.sapiens:ENSP00000399424	ga.gpp	RHOC
H.sapiens:ENSP00000432209	ga.gpp	RHOC
H.sapiens:ENSP00000434877	ga.gpp	RHOC
H.sapiens:ENSP00000395791	ga.gpp	RHOC
H.sapiens:ENSP00000358647	ga.gpp	RHOC
H.sapiens:ENSP00000265062	ga.gpp	RAB7A
H.sapiens:ENSP00000265062	ga.gpp	RAB7A
H.sapiens:ENSP00000417668	ga.gpp	RAB7A
H.sapiens:ENSP00000417668	ga.gpp	RAB7A
H.sapiens:ENSP00000417978	ga.gpp	RAB7A
H.sapiens:ENSP00000417978	ga.gpp	RAB7A
H.sapiens:ENSP00000418955	ga.gpp	RAB7A
H.sapiens:ENSP00000418955	ga.gpp	RAB7A
H.sapiens:ENSP00000417189	ga.gpp	RAB7A
H.sapiens:ENSP00000417189	ga.gpp	RAB7A
H.sapiens:ENSP00000417155	ga.gpp	RAB7A
H.sapiens:ENSP00000417155	ga.gpp	RAB7A
H.sapiens:ENSP00000418283	ga.gpp	RAB7A
H.sapiens:ENSP00000418283	ga.gpp	RAB7A
H.sapiens:ENSP00000280758	ga.gpp	BTBD11
H.sapiens:ENSP00000413889	ga.gpp	BTBD11
H.sapiens:ENSP00000447319	ga.gpp	BTBD11
H.sapiens:ENSP00000447606	ga.gpp	BTBD11
H.sapiens:ENSP00000407416	ga.gpp	BTBD11
H.sapiens:ENSP00000349690	ga.gpp	BTBD11
H.sapiens:ENSP00000448322	ga.gpp	BTBD11
H.sapiens:ENSP00000392397	ga.gpp	PCYT1A
H.sapiens:ENSP00000390968	ga.gpp	PCYT1A
H.sapiens:ENSP00000292823	ga.gpp	PCYT1A
H.sapiens:ENSP00000394617	ga.gpp	PCYT1A
H.sapiens:ENSP00000400430	ga.gpp	PCYT1A
H.sapiens:ENSP00000390458	ga.gpp	PCYT1A
H.sapiens:ENSP00000402283	ga.gpp	PCYT1A
H.sapiens:ENSP00000397888	ga.gpp	PCYT1A
H.sapiens:ENSP00000402015	ga.gpp	PCYT1A
H.sapiens:ENSP00000391405	ga.gpp	PCYT1A
H.sapiens:ENSP00000393341	ga.gpp	PCYT1A
H.sapiens:LRG_266p1	ga.gpp	RAB7A
H.sapiens:LRG_266p1	ga.gpp	RAB7A
