Ensembl Protein ID	HGNC ID(s)	UniProt/SwissProt Accession	UniProt/SwissProt ID
ENSP00000273610	18414	Q96RP3	UCN2_HUMAN
ENSP00000421635	27753		
ENSP00000395965	18429		
ENSP00000419082	33853		
ENSP00000326050	27709	A2RUB6	CCD66_HUMAN
ENSP00000419145	33853		
ENSP00000262949	5002		
ENSP00000426981	29971		
ENSP00000418667	29430	Q5HYW3	RGAG4_HUMAN
ENSP00000347836	12484	P62256	UBE2H_HUMAN
ENSP00000394704	27709		
ENSP00000404996			
ENSP00000388857		Q8NA96	YE027_HUMAN
ENSP00000476792	29430		
ENSP00000419097	12484	P62256	UBE2H_HUMAN
ENSP00000368645	33853	Q9GZM3	RPB1B_HUMAN
ENSP00000368645	33853	Q9H1A7	RPB1C_HUMAN
ENSP00000441366	29430	Q5HYW3	RGAG4_HUMAN
ENSP00000417681	12484		
ENSP00000440281	18429	Q14914	PTGR1_HUMAN
ENSP00000385763	18429	Q14914	PTGR1_HUMAN
ENSP00000465293	5002		
ENSP00000420192	27709		
ENSP00000419146	33853		
ENSP00000419689	12484		
ENSP00000271308	9534	P28066	PSA5_HUMAN
ENSP00000366173	33278	A6NI87	CBY3_HUMAN
ENSP00000410510	27709		
ENSP00000417709	12484		
ENSP00000238248	18429		
ENSP00000343840	27709		
ENSP00000419750	12484		
ENSP00000425877	33853	Q9GZM3	RPB1B_HUMAN
ENSP00000359353	4085	P78334	GBRE_HUMAN
ENSP00000421085	33853		
ENSP00000440618	9534	P28066	PSA5_HUMAN
ENSP00000235532	29971	Q8WVF1	OSCP1_HUMAN
ENSP00000450673	32550	B2RXF5	ZBT42_HUMAN
ENSP00000349052	29971	Q8WVF1	OSCP1_HUMAN
ENSP00000426619	33853		
ENSP00000359350	4085		
ENSP00000404320	27709		
ENSP00000409107	32550	B2RXF5	ZBT42_HUMAN
ENSP00000477228	33853	Q9GZM3	RPB1B_HUMAN
ENSP00000444919	27709		
ENSP00000422109	33853		
ENSP00000390820	29971		
ENSP00000404704	29122	Q8N3P4	VPS8_HUMAN
ENSP00000320650	34187	Q9H1X3	DJC25_HUMAN
ENSP00000396417	29971		
ENSP00000421950	33853		
ENSP00000464086	34187		
ENSP00000389384	4085		
ENSP00000405483	29122	Q8N3P4	VPS8_HUMAN
ENSP00000466395	2646	Q08477	CP4F3_HUMAN
ENSP00000399325	34187		
ENSP00000415161	29122		
ENSP00000346216	29971	Q8WVF1	OSCP1_HUMAN
ENSP00000434268	29971		
ENSP00000394018	29122		
ENSP00000466988	2646	Q08477	CP4F3_HUMAN
ENSP00000397335	4085		
ENSP00000368662	33853		
ENSP00000451984	34187	Q9H1X3	DJC25_HUMAN
ENSP00000314541	29971	Q8WVF1	OSCP1_HUMAN
ENSP00000377491	4085		
ENSP00000409957	29122		
ENSP00000221307	2646	Q08477	CP4F3_HUMAN
ENSP00000363412	37501		
ENSP00000416150	29122		
ENSP00000423309			
ENSP00000465394	2646		
ENSP00000397553	29122		
ENSP00000471318	16059		
ENSP00000468105	2646	Q08477	CP4F3_HUMAN
ENSP00000389480	29122		
ENSP00000413778	29122		
ENSP00000258538	31045	Q96JW4	S41A2_HUMAN
ENSP00000429771	26091		
ENSP00000358888	27638	Q5VXT5	SYPL2_HUMAN
ENSP00000476546	2646		
ENSP00000329858	26091	Q53H54	TYW2_HUMAN
ENSP00000391377	31045		
ENSP00000383805	27638		
ENSP00000416101	29122		
ENSP00000363411	4402	P50151	GBG10_HUMAN
ENSP00000396429	31045		
ENSP00000470284	16059	O96013	PAK4_HUMAN
ENSP00000304051	17023	Q8WU17	RN139_HUMAN
ENSP00000326864	16059	O96013	PAK4_HUMAN
ENSP00000429836	17023		
ENSP00000472862	16059		
ENSP00000407898	31045		
ENSP00000409115	29122		
ENSP00000400267	29122		
ENSP00000421686	33841	Q495Y8	SPDE2_HUMAN
ENSP00000351049	16059	O96013	PAK4_HUMAN
ENSP00000414526	31045		
ENSP00000342628	33841	Q495Y8	SPDE2_HUMAN
ENSP00000469413	16059	O96013	PAK4_HUMAN
ENSP00000395550	31045		
ENSP00000395689	33841	Q495Y8	SPDE2_HUMAN
ENSP00000471157	16059	O96013	PAK4_HUMAN
ENSP00000397315	31045		
ENSP00000248846	18127	Q96RT7	GCP6_HUMAN
ENSP00000473215	16059		
ENSP00000472061	16059		
ENSP00000396297	31045		
ENSP00000219271	7161	P51511	MMP15_HUMAN
ENSP00000392753	16059	O96013	PAK4_HUMAN
ENSP00000353625	16059	O96013	PAK4_HUMAN
ENSP00000457084	7161		
ENSP00000474312	28713		
ENSP00000393070	29122		
ENSP00000362768	9893	P28749	RBL1_HUMAN
ENSP00000410625	31045		
ENSP00000343646	9893	P28749	RBL1_HUMAN
ENSP00000434711	9893		
ENSP00000342137	33739	Q6ZVX7	FBX50_HUMAN
ENSP00000437240	9893		
ENSP00000287546	29122		
ENSP00000397879	29122	Q8N3P4	VPS8_HUMAN
ENSP00000358886	28713	Q5T6C5	AT7L2_HUMAN
ENSP00000405979	18127		
ENSP00000316809	9001	Q00169	PIPNA_HUMAN
ENSP00000293330	4847	O43612	OREX_HUMAN
ENSP00000325564	18442	Q0VAF6	SYCN_HUMAN
ENSP00000461011	9001		
ENSP00000461245	9001		
ENSP00000409650	18127		
ENSP00000460983	9001		
ENSP00000461140	9001		
ENSP00000461801	9001		
ENSP00000460008	9001		
ENSP00000376436	3488	P14921	ETS1_HUMAN
ENSP00000433500	3488	P14921	ETS1_HUMAN
ENSP00000397387	18127		
ENSP00000460771	9001		
ENSP00000409000	18365	Q8IZI9	IFNL3_HUMAN
ENSP00000461539	9001		
ENSP00000435666	3488		
ENSP00000441869	9001		
ENSP00000476098	44480		
ENSP00000324578	3488	P14921	ETS1_HUMAN
ENSP00000424341	1473		
ENSP00000476649	3488		
ENSP00000424745	1473		
ENSP00000451249	20362	Q9Y4F5	C170B_HUMAN
ENSP00000333639	18364	Q8IZJ0	IFNL2_HUMAN
ENSP00000454306			
ENSP00000467209			
ENSP00000340485	3488	P14921	ETS1_HUMAN
ENSP00000404151	20362	Q9Y4F5	C170B_HUMAN
ENSP00000441430	3488	P14921	ETS1_HUMAN
ENSP00000361080	8592	O75914	PAK3_HUMAN
ENSP00000467594			
ENSP00000377312	26804	Q8N8Q1	C56D1_HUMAN
ENSP00000466239			
ENSP00000465144			
ENSP00000429113	8592	O75914	PAK3_HUMAN
ENSP00000435819	26804		
ENSP00000329991	18363	Q8IU54	IFNL1_HUMAN
ENSP00000435802	26804		
ENSP00000361077	8592	O75914	PAK3_HUMAN
ENSP00000407238	20362		
ENSP00000428921	8592	O75914	PAK3_HUMAN
ENSP00000415006	20362		
ENSP00000448998	18857	Q9HCS2	CP4FC_HUMAN
ENSP00000405642	8592		
ENSP00000309324	26804	Q8N8Q1	C56D1_HUMAN
ENSP00000448560	18857		
ENSP00000442795	7551	Q14896	MYPC3_HUMAN
ENSP00000248668	29290	Q9P244	LRFN1_HUMAN
ENSP00000410853	8592	O75914	PAK3_HUMAN
ENSP00000433095	26804		
ENSP00000401982	8592	O75914	PAK3_HUMAN
ENSP00000444259	7551		
ENSP00000353864	8592	O75914	PAK3_HUMAN
ENSP00000413530	26804	Q8N8Q1	C56D1_HUMAN
ENSP00000389172	8592	O75914	PAK3_HUMAN
ENSP00000424063	1473	P27824	CALX_HUMAN
ENSP00000262836	8592	O75914	PAK3_HUMAN
ENSP00000317177	30447	Q8N2A8	PLD6_HUMAN
ENSP00000434344	26804		
ENSP00000382193	7551		
ENSP00000256993	7551	Q14896	MYPC3_HUMAN
ENSP00000358884	26804	Q8N8Q1	C56D1_HUMAN
ENSP00000446812	18857		
ENSP00000416898	26804	Q8N8Q1	C56D1_HUMAN
ENSP00000429998			
ENSP00000247461	1473	P27824	CALX_HUMAN
ENSP00000391646	1473	P27824	CALX_HUMAN
ENSP00000425246	1473		
ENSP00000431052	24220		
ENSP00000449703	18857		
ENSP00000426052	1473		
ENSP00000430849	18857		
ENSP00000447922	18857		
ENSP00000321821	18857	Q9HCS2	CP4FC_HUMAN
ENSP00000256958	10959	Q9Y6L6	SO1B1_HUMAN
ENSP00000426425	1473		
ENSP00000421813	1473		
ENSP00000358880	20824	Q86WK6	AMGO1_HUMAN
ENSP00000421107	1473		
ENSP00000358878	20824	Q86WK6	AMGO1_HUMAN
ENSP00000231790	7127	P40692	MLH1_HUMAN
ENSP00000426555	1473		
ENSP00000428674			
ENSP00000427115	1473		
ENSP00000378259	26535	Q5VXU9	CI084_HUMAN
ENSP00000424740	1473		
ENSP00000477262	3749		
ENSP00000427808			
ENSP00000378257	26535		
ENSP00000421434	1473		
ENSP00000428623			
ENSP00000468790	24438		
ENSP00000476428	3749		
ENSP00000424140	1473		
ENSP00000301671	24438	Q8N2G8	GHDC_HUMAN
ENSP00000322108	26535	Q5VXU9	CI084_HUMAN
ENSP00000430362			
ENSP00000276692	24220	Q6P1N9	TATD1_HUMAN
ENSP00000399952	24438	Q8N2G8	GHDC_HUMAN
ENSP00000428609	24220		
ENSP00000394817	1473		
ENSP00000363401	26535	Q5VXU9	CI084_HUMAN
ENSP00000440866			
ENSP00000467585	24438	Q8N2G8	GHDC_HUMAN
ENSP00000262498	29523	Q9Y6A4	CP080_HUMAN
ENSP00000423588	1473		
ENSP00000407773	7127		
ENSP00000363405	26535	Q5VXU9	CI084_HUMAN
ENSP00000428336	24220	Q6P1N9	TATD1_HUMAN
ENSP00000465315	24438		
ENSP00000465924	24438		
ENSP00000430274	24220		
ENSP00000467660	24438		
ENSP00000321445	7321	O60682	MUSC_HUMAN
ENSP00000455220	29523		
ENSP00000430201	24220		
ENSP00000433488	3749		
ENSP00000416783	7127		
ENSP00000410945	24438	Q8N2G8	GHDC_HUMAN
ENSP00000471786	4374		
ENSP00000399985	3749	Q01543	FLI1_HUMAN
ENSP00000387511	7127		
ENSP00000456425	24641		
ENSP00000402654	24438	Q8N2G8	GHDC_HUMAN
ENSP00000432950	3749	Q01543	FLI1_HUMAN
ENSP00000392649	7127		
ENSP00000385422	13300	Q9BZJ8	GPR61_HUMAN
ENSP00000416687	7127		
ENSP00000429831	24220		
ENSP00000394879	13974	P18615	NELFE_HUMAN
ENSP00000339627	3749	Q01543	FLI1_HUMAN
ENSP00000432456	13300	Q9BZJ8	GPR61_HUMAN
ENSP00000437124	3749	Q01543	FLI1_HUMAN
ENSP00000281428	3749	Q01543	FLI1_HUMAN
ENSP00000433661	13300	Q9BZJ8	GPR61_HUMAN
ENSP00000402667	7127	P40692	MLH1_HUMAN
ENSP00000476180	24220		
ENSP00000262940	23181	O43374	RASL2_HUMAN
ENSP00000472249	4374	O60234	GMFG_HUMAN
ENSP00000429541	24220		
ENSP00000282388	1108	P47974	TISD_HUMAN
ENSP00000420352	23181		
ENSP00000428580	24220		
ENSP00000469485	4374		
ENSP00000398272	7127	P40692	MLH1_HUMAN
ENSP00000430481	24220		
ENSP00000472707	4374		
ENSP00000412876	23181	O43374	RASL2_HUMAN
ENSP00000430756	24220		
ENSP00000469877	4374		
ENSP00000398392	7127		
ENSP00000428109	24220		
ENSP00000261722	567	Q13367	AP3B2_HUMAN
ENSP00000471139	4374		
ENSP00000351052	29913	Q86WB0	NIPA_HUMAN
ENSP00000427807	24220		
ENSP00000438852	24641		
ENSP00000469813	4374		
ENSP00000417395	23181		
ENSP00000402564	7127	P40692	MLH1_HUMAN
ENSP00000253054	4374		
ENSP00000469755	4374		
ENSP00000415567	13974		
ENSP00000407019	7127		
ENSP00000468894	4374		
ENSP00000353933	29913	Q86WB0	NIPA_HUMAN
ENSP00000393794	13974		
ENSP00000469050	4374		
ENSP00000395175	13974		
ENSP00000363397	12524	Q16739	CEGT_HUMAN
ENSP00000428605	23181		
ENSP00000419509	29913		
ENSP00000399329	7127		
ENSP00000430337	23181		
ENSP00000418533	29913		
ENSP00000411066	7127		
ENSP00000438721	567		
ENSP00000430418	23181		
ENSP00000401342	13974		
ENSP00000400844	7127		
ENSP00000428732	23181		
ENSP00000440984	567		
ENSP00000393006	7127		
ENSP00000417682	29913		
ENSP00000428448	23181		
ENSP00000416476	7127		
ENSP00000262506	2459	P19784	CSK22_HUMAN
ENSP00000418407	29913		
ENSP00000444286	7127		
ENSP00000445804	567		
ENSP00000456606	2459		
ENSP00000420068	29913		
ENSP00000443665	7127	P40692	MLH1_HUMAN
ENSP00000383985	31677	Q6IWH7	ANO7_HUMAN
ENSP00000417217	29913		
ENSP00000457911	2459		
ENSP00000441961	567		
ENSP00000309301	29913	Q86WB0	NIPA_HUMAN
ENSP00000454874	2459		
ENSP00000362208	14504	P82914	RT15_HUMAN
ENSP00000440719	567		
ENSP00000394249			
ENSP00000469784			
ENSP00000386558	19348		
ENSP00000412645	30727		
ENSP00000428151	497		
ENSP00000339093	19348		
ENSP00000262209	497	O75762	TRPA1_HUMAN
ENSP00000274979	31677	Q6IWH7	ANO7_HUMAN
ENSP00000358867	4387	P08754	GNAI3_HUMAN
ENSP00000455923	25002		
ENSP00000372210	19348	Q9NYM9	BET1L_HUMAN
ENSP00000385418	31677	Q6IWH7	ANO7_HUMAN
ENSP00000436643	19348		
ENSP00000324122	15446	Q8WWY3	PRP31_HUMAN
ENSP00000333470	19348		
ENSP00000395894	15446		
ENSP00000436205	19348		
ENSP00000403625	31677		
ENSP00000408980	15446		
ENSP00000396702	30727		
ENSP00000395089	15446		
ENSP00000375635	15446		
ENSP00000402588	25002	Q9H0I3	CC113_HUMAN
ENSP00000381355	2901	Q15700	DLG2_HUMAN
ENSP00000305974	10956	P46721	SO1A2_HUMAN
ENSP00000424630	252	P08319	ADH4_HUMAN
ENSP00000219299	25002	Q9H0I3	CC113_HUMAN
ENSP00000454618	25002		
ENSP00000265512	252	P08319	ADH4_HUMAN
ENSP00000424583	252		
ENSP00000405166	15446		
ENSP00000440154	10956		
ENSP00000425416	252	P08319	ADH4_HUMAN
ENSP00000393049	2901	Q15700	DLG2_HUMAN
ENSP00000400815	24641		
ENSP00000394854	10956		
ENSP00000306095	8173	O60403	O10H2_HUMAN
ENSP00000426667	252		
ENSP00000285071	27310	Q8NFG4	FLCN_HUMAN
ENSP00000292599	13632	Q92585	MAML1_HUMAN
ENSP00000423571	252		
ENSP00000438348	10956		
ENSP00000442468	24641		
ENSP00000365272	2901	Q15700	DLG2_HUMAN
ENSP00000373821	27310	Q8NFG4	FLCN_HUMAN
ENSP00000427525	252		
ENSP00000438557	24641		
ENSP00000307130	8174	O60404	O10H3_HUMAN
ENSP00000251337	4394	P19087	GNAT2_HUMAN
ENSP00000427261	252		
ENSP00000402275	2901	Q15700	DLG2_HUMAN
ENSP00000403638	10956		
ENSP00000455045	24641		
ENSP00000410410	27310		
ENSP00000458116	24641		
ENSP00000397939	252	P08319	ADH4_HUMAN
ENSP00000416190	10956		
ENSP00000385113	2901		
ENSP00000457190	24641		
ENSP00000409314	10956		
ENSP00000310704	15389	Q8NGA6	O10H5_HUMAN
ENSP00000381353	2901		
ENSP00000457973	24641		
ENSP00000463970	27310		
ENSP00000390572	10956		
ENSP00000432894	2901		
ENSP00000407462	10956		
ENSP00000401195	10956		
ENSP00000435849	2901		
ENSP00000335596	8172	Q9Y4A9	O10H1_HUMAN
ENSP00000409691	10956		
ENSP00000433848	2901		
ENSP00000390672	10956		
ENSP00000426043	27365		
ENSP00000392124	10956		
ENSP00000409133	2901		
ENSP00000345502	8783	Q08499	PDE4D_HUMAN
ENSP00000410338	10956		
ENSP00000391017	2901		
ENSP00000436020	2901		
ENSP00000469404	25492		
ENSP00000393973	10956	P46721	SO1A2_HUMAN
ENSP00000381349	2901		
ENSP00000370607	27365	Q5HYJ1	TECRL_HUMAN
ENSP00000353152	8783	Q08499	PDE4D_HUMAN
ENSP00000439401	10956		
ENSP00000459108	24641		
ENSP00000436302	2901		
ENSP00000375088	10956	P46721	SO1A2_HUMAN
ENSP00000423975	27365		
ENSP00000434346	2901		
ENSP00000427299	6719		
ENSP00000384597	30727	Q9UNN4	TF2AY_HUMAN
ENSP00000424852	8783	Q08499	PDE4D_HUMAN
ENSP00000403239	2901		
ENSP00000282406	30506	Q8IVE3	PKHH2_HUMAN
ENSP00000351800	8783	Q08499	PDE4D_HUMAN
ENSP00000457779	24641		
ENSP00000422497	27365		
ENSP00000292596	6719	Q16873	LTC4S_HUMAN
ENSP00000321739	8783	Q08499	PDE4D_HUMAN
ENSP00000385627	6719		
ENSP00000359347	6797	P43363	MAGAA_HUMAN
ENSP00000444363	24641		
ENSP00000394793	30727		
ENSP00000470237	25492		
ENSP00000251143	24641	Q7Z3J2	CP062_HUMAN
ENSP00000425605	8783	Q08499	PDE4D_HUMAN
ENSP00000406161	6797		
ENSP00000395973	24641		
ENSP00000317224	25492	Q5PRF9	SMAG2_HUMAN
ENSP00000391977	6797		
ENSP00000384806	8783	Q08499	PDE4D_HUMAN
ENSP00000464160	6797		
ENSP00000469620	25492		
ENSP00000398009	24641		
ENSP00000462833	6797		
ENSP00000244096	6797	P43363	MAGAA_HUMAN
ENSP00000427746	30506		
ENSP00000471509	25492		
ENSP00000430846	6232	Q92953	KCNB2_HUMAN
ENSP00000381346	2901		
ENSP00000470821	25492		
ENSP00000381344	2901		
ENSP00000423094	8783	Q08499	PDE4D_HUMAN
ENSP00000430377	30506		
ENSP00000421474	30727		
ENSP00000434095	2901		
ENSP00000005340	3086	O14641	DVL2_HUMAN
ENSP00000421013	8783		
ENSP00000468891	25492		
ENSP00000319254	18183	Q8TF64	GIPC3_HUMAN
ENSP00000435809	2901		
ENSP00000308485	8783	Q08499	PDE4D_HUMAN
ENSP00000387896	30727	Q9UNN4	TF2AY_HUMAN
ENSP00000347558	25413		
ENSP00000459797	3086		
ENSP00000458465	3086		
ENSP00000425917	8783	Q08499	PDE4D_HUMAN
ENSP00000441994	2901	Q15700	DLG2_HUMAN
ENSP00000280241	2901	Q15700	DLG2_HUMAN
ENSP00000363388	25413	Q6UWL2	SUSD1_HUMAN
ENSP00000443248	2901		
ENSP00000365274	2901	Q15700	DLG2_HUMAN
ENSP00000363382	25413	Q6UWL2	SUSD1_HUMAN
ENSP00000459991	3086		
ENSP00000374359	28160	Q2QGD7	ZXDC_HUMAN
ENSP00000431590	25413		
ENSP00000423555	8783		
ENSP00000221700	2645	P78329	CP4F2_HUMAN
ENSP00000458209	3086		
ENSP00000426532	28160		
ENSP00000467846	2645		
ENSP00000404269	25413		
ENSP00000337694	28160	Q2QGD7	ZXDC_HUMAN
ENSP00000467443	2645		
ENSP00000364336	11608	P21731	TA2R_HUMAN
ENSP00000465514	2645		
ENSP00000468145	11608		
ENSP00000415930	16125		
ENSP00000363381	25413		
ENSP00000393333	11608	P21731	TA2R_HUMAN
ENSP00000425910	8783		
ENSP00000011989	2645		
ENSP00000421829	8783		
ENSP00000424281	8783		
ENSP00000442734	8783	Q08499	PDE4D_HUMAN
ENSP00000332371	2214	Q02388	CO7A1_HUMAN
ENSP00000339971	16125		
ENSP00000378358	255		
ENSP00000383290	16125		
ENSP00000413544	16125	Q9H579	MROH8_HUMAN
ENSP00000378359	255	P28332	ADH6_HUMAN
ENSP00000391608	2214		
ENSP00000389695	16125		
ENSP00000422124	255		
ENSP00000400468	16125		
ENSP00000412569	2214	Q02388	CO7A1_HUMAN
ENSP00000425275	255		
ENSP00000383291	16125		
ENSP00000237653	255	P28332	ADH6_HUMAN
ENSP00000217333	16125		
ENSP00000426187	255		
ENSP00000392144	16125		
ENSP00000454032	16031		
ENSP00000276603	11728	P54274	TERF1_HUMAN
ENSP00000276602	11728	P54274	TERF1_HUMAN
ENSP00000384997	255		
ENSP00000428838	11728		
ENSP00000453471	16031		
ENSP00000193391	18362	Q9BZV3	IMPG2_HUMAN
ENSP00000430121	11728		
ENSP00000454048	16031		
ENSP00000455024	26336	Q6PEW0	PRS54_HUMAN
ENSP00000367490	22952	Q8N2C3	DEPD4_HUMAN
ENSP00000315325	682	Q92974	ARHG2_HUMAN
ENSP00000358367	7988	Q86VF7	NRAP_HUMAN
ENSP00000453423	16031		
ENSP00000437705	26336		
ENSP00000301335	23087	Q8N370	LAT4_HUMAN
ENSP00000221232	7879	O75175	CNOT3_HUMAN
ENSP00000455921	26336		
ENSP00000315106	25445	Q8N3F9	G137C_HUMAN
ENSP00000396234	22952	Q8N2C3	DEPD4_HUMAN
ENSP00000461382	23087	Q8N370	LAT4_HUMAN
ENSP00000376782	30623	Q8WWL2	SPIR2_HUMAN
ENSP00000453948	16031		
ENSP00000439165	25445		
ENSP00000452563	25445		
ENSP00000455055	26336		
ENSP00000408284	23087		
ENSP00000219301	26336	Q6PEW0	PRS54_HUMAN
ENSP00000448728	22952		
ENSP00000447942	8869	Q99471	PFD5_HUMAN
ENSP00000448385	22952		
ENSP00000367494	30623	Q8WWL2	SPIR2_HUMAN
ENSP00000448338	22952		
ENSP00000359337	4077	P34903	GBRA3_HUMAN
ENSP00000457940	30623		
ENSP00000450068	8869		
ENSP00000383954	7879	O75175	CNOT3_HUMAN
ENSP00000365198	29173	Q674X7	KAZRN_HUMAN
ENSP00000266964	8869	Q99471	PFD5_HUMAN
ENSP00000443527	4077	P34903	GBRA3_HUMAN
ENSP00000426015	29173	Q674X7	KAZRN_HUMAN
ENSP00000398463	7879		
ENSP00000461298	23087		
ENSP00000457981	30623		
ENSP00000354837	682	Q92974	ARHG2_HUMAN
ENSP00000299185	22952	Q8N2C3	DEPD4_HUMAN
ENSP00000411587	7879		
ENSP00000353078	7988	Q86VF7	NRAP_HUMAN
ENSP00000354727	29173	Q674X7	KAZRN_HUMAN
ENSP00000460388	23087		
ENSP00000454489	8869		
ENSP00000401703	7879		
ENSP00000447392	22952	Q8N2C3	DEPD4_HUMAN
ENSP00000461553	23087		
ENSP00000353666	7988	Q86VF7	NRAP_HUMAN
ENSP00000449590	22952		
ENSP00000365196	29173		
ENSP00000362198	2439	Q99062	CSF3R_HUMAN
ENSP00000420064	7879		
ENSP00000383601	29173	Q674X7	KAZRN_HUMAN
ENSP00000358365	7988	Q86VF7	NRAP_HUMAN
ENSP00000449388	8869		
ENSP00000391728	29173	Q674X7	KAZRN_HUMAN
ENSP00000371582	23087		
ENSP00000383602	29173	Q674X7	KAZRN_HUMAN
ENSP00000362196	2439	Q99062	CSF3R_HUMAN
ENSP00000243040	8869	Q99471	PFD5_HUMAN
ENSP00000351159	7879	O75175	CNOT3_HUMAN
ENSP00000362195	2439	Q99062	CSF3R_HUMAN
ENSP00000476916	682		
ENSP00000334188	8869	Q99471	PFD5_HUMAN
ENSP00000344545	18394	Q8TD33	SG1C1_HUMAN
ENSP00000450380	8869		
ENSP00000248564	4403	P61952	GBG11_HUMAN
ENSP00000401018	25851	Q9BRX5	PSF3_HUMAN
ENSP00000327449	25851	Q9BRX5	PSF3_HUMAN
ENSP00000435218	2439		
ENSP00000455296	8869		
ENSP00000318196	25851	Q9BRX5	PSF3_HUMAN
ENSP00000476689	682		
ENSP00000276689	7704	Q9Y6M9	NDUB9_HUMAN
ENSP00000314787	682	Q92974	ARHG2_HUMAN
ENSP00000415078	29938	Q8WUQ7	CATIN_HUMAN
ENSP00000428282	7704		
ENSP00000431115	7704		
ENSP00000464898	29938		
ENSP00000431639	2439		
ENSP00000467149	29938		
ENSP00000430322	7704		
ENSP00000453574	16031	Q96EP0	RNF31_HUMAN
ENSP00000332180	2439	Q99062	CSF3R_HUMAN
ENSP00000465751	29938	Q8WUQ7	CATIN_HUMAN
ENSP00000355406	2439	Q99062	CSF3R_HUMAN
ENSP00000325868	19905	Q96PU9	ODF3A_HUMAN
ENSP00000401588	2439	Q99062	CSF3R_HUMAN
ENSP00000466600	29938		
ENSP00000397568	2439	Q99062	CSF3R_HUMAN
ENSP00000315112	16031	Q96EP0	RNF31_HUMAN
ENSP00000365182	25488	Q9NW97	TMM51_HUMAN
ENSP00000345013	2439		
ENSP00000367799	11241	P17947	SPI1_HUMAN
ENSP00000436588	19905		
ENSP00000467788	29938		
ENSP00000412298	25488		
ENSP00000339623	19905		
ENSP00000453645	16031		
ENSP00000383600	25488	Q9NW97	TMM51_HUMAN
ENSP00000399137	10382		
ENSP00000227163	11241	P17947	SPI1_HUMAN
ENSP00000221899	29938		
ENSP00000350125	14562		
ENSP00000477448	682		
ENSP00000409665	25488		
ENSP00000248420	29938	Q8WUQ7	CATIN_HUMAN
ENSP00000477299	682		
ENSP00000443865	11241		
ENSP00000365176	25488	Q9NW97	TMM51_HUMAN
ENSP00000438846	11241		
ENSP00000453595	16031		
ENSP00000222547	14562	O15155	BET1_HUMAN
ENSP00000394899	25488	Q9NW97	TMM51_HUMAN
ENSP00000476724	682		
ENSP00000391228	14562		
ENSP00000453601	16031		
ENSP00000397517	18128		
ENSP00000401260	14562		
ENSP00000452972	16031		
ENSP00000413063	14562		
ENSP00000365173	32332	Q5TG92	CA195_HUMAN
ENSP00000404472	32332	Q5TG92	CA195_HUMAN
ENSP00000209668	249	P07327	ADH1A_HUMAN
ENSP00000222224	15502	Q96BZ8	LENG1_HUMAN
ENSP00000438677	23792		
ENSP00000453501	16031		
ENSP00000476699	682		
ENSP00000454140	16031		
ENSP00000450234	26035		
ENSP00000376372	23792	Q96BZ4	PLD4_HUMAN
ENSP00000453672	16031		
ENSP00000293328	11367	P51692	STA5B_HUMAN
ENSP00000452820	16031		
ENSP00000451278	23792		
ENSP00000446739	26035	Q6P1K1	HRG1_HUMAN
ENSP00000476532	682		
ENSP00000446686	26035		
ENSP00000372134	16031	Q96EP0	RNF31_HUMAN
ENSP00000410134	26035	Q6P1K1	HRG1_HUMAN
ENSP00000451636	23792		
ENSP00000248041	13265	Q9HBI6	CP4FB_HUMAN
ENSP00000476518	682		
ENSP00000376433	6255	P48048	IRK1_HUMAN
ENSP00000363375	10253	O95758	PTBP3_HUMAN
ENSP00000319859	13265		
ENSP00000398379	11367		
ENSP00000383979	25249	Q5FWF4	ZRAB3_HUMAN
ENSP00000357298	682		
ENSP00000415998	26035	Q6P1K1	HRG1_HUMAN
ENSP00000406320	6255	P48048	IRK1_HUMAN
ENSP00000384588	13265	Q9HBI6	CP4FB_HUMAN
ENSP00000363373	10253	O95758	PTBP3_HUMAN
ENSP00000449036	26035		
ENSP00000357299	682	Q92974	ARHG2_HUMAN
ENSP00000476972	13265		
ENSP00000386703	25006		
ENSP00000237530	10382	P04844	RPN2_HUMAN
ENSP00000264159	25249	Q5FWF4	ZRAB3_HUMAN
ENSP00000340705	10253	O95758	PTBP3_HUMAN
ENSP00000359329	14454	Q9UN88	GBRT_HUMAN
ENSP00000362724	10382	P04844	RPN2_HUMAN
ENSP00000395792	25006		
ENSP00000384245	25249		
ENSP00000316233	6255	P48048	IRK1_HUMAN
ENSP00000387106	25006		
ENSP00000362735	10382		
ENSP00000210227	10253		
ENSP00000435563	10382		
ENSP00000260953	25006	Q9NRN9	METL5_HUMAN
ENSP00000409580	10382		
ENSP00000386582	25006	Q9NRN9	METL5_HUMAN
ENSP00000388024	10253		
ENSP00000399404	10382		
ENSP00000376415	25006	Q9NRN9	METL5_HUMAN
ENSP00000334499	10253	O95758	PTBP3_HUMAN
ENSP00000414921	10253	O95758	PTBP3_HUMAN
ENSP00000376432	6255	P48048	IRK1_HUMAN
ENSP00000307903	25006		
ENSP00000440589	25006		
ENSP00000316136	6255	P48048	IRK1_HUMAN
ENSP00000387056	25006		
ENSP00000444989	25006		
ENSP00000441320	25249		
ENSP00000376434	6255	P48048	IRK1_HUMAN
ENSP00000433739	469		
ENSP00000383129	25422	Q4VNC1	AT134_HUMAN
ENSP00000273854	3389	P54756	EPHA5_HUMAN
ENSP00000359698	25683	Q9HAC8	UBTD1_HUMAN
ENSP00000389208	3389		
ENSP00000346899	3389	P54756	EPHA5_HUMAN
ENSP00000434290	20859		
